,StockCode,InvoiceDate,Description,Quantity,Price,Revenue
2088,37343,2009-12-07 09:42:00,SPOTS DESIGN MUG W PINK INSIDE,96,1.5739999999999998,140.16
2089,37345,2010-01-07 12:34:00,ASSTD HEARTS DESIGN MUGS,280,1.65,462.0
2090,37370,2010-03-03 12:21:00,RETRO COFFEE MUGS ASSORTED,42,1.25,52.5
2091,37379B,2010-03-04 09:32:00,BLUE CHERRY BLOSSOM CUP & SAUCER,6,1.25,7.5
2092,37446,2010-03-25 13:15:00,MINI CAKE STAND WITH HANGING CAKES,32,1.45,46.4
2093,37447,2010-01-22 09:19:00,CERAMIC CAKE DESIGN SPOTTED PLATE,60,1.49,89.39999999999999
2094,37448,2010-05-06 10:30:00,CERAMIC CAKE DESIGN SPOTTED MUG,36,1.49,53.64
2095,37449,2009-12-07 09:42:00,CERAMIC CAKE STAND + HANGING CAKES,131,9.159090909090908,1145.4
2096,37450,2010-05-06 10:30:00,CERAMIC CAKE BOWL + HANGING CAKES,12,2.95,35.400000000000006
2097,37467,2010-04-14 15:10:00,PIG MUG IN TWO COLOUR DESIGNS,24,0.85,20.4
2098,37474,2010-06-14 16:43:00,SET/4 2 TONE EGG SHAPE MIXING BOWLS,13,8.976666666666667,111.83
2099,37475,2010-06-23 12:31:00,SET/4 COLOURFUL MIXING BOWLS,17,9.366,151.63
2100,37476,2010-02-02 15:36:00,CONDIMENT TRAY 4 BOWLS AND 4 SPOONS,6,8.49,50.94
2101,37479P,2011-10-12 14:08:00,CUBIC MUG FLOCK PINK ON BROWN,6,0.39,2.34
2102,37482B,2010-01-19 13:31:00,CUBIC MUG BLUE POLKA DOT,6,2.55,15.299999999999999
2103,37492B,2010-06-03 14:44:00,BLUE YELLOW FLOWER PIGGY BANK,12,1.65,19.799999999999997
2104,37494A,2009-12-15 14:03:00,FAIRY CAKE CERAMIC BUTTER DISH,12,2.95,35.400000000000006
2105,37495,2010-01-22 13:52:00,FAIRY CAKE BIRTHDAY CANDLE SET,76,3.6700000000000004,256.2
2106,37500,2009-12-01 12:33:00,TEA TIME TEAPOT IN GIFT BOX,56,8.838888888888889,377.2
2107,37501,2009-12-18 13:35:00,TEA TIME TEA SET IN GIFT BOX,24,6.95,166.8
2108,37502,2009-12-13 13:53:00,TEA TIME MUG IN GIFT BOX,42,2.9500000000000006,123.90000000000002
2109,37503,2009-12-01 12:30:00,TEA TIME CAKE STAND IN GIFT BOX,154,10.534615384615384,1588.3
2110,40016,2010-04-26 13:54:00,CHINESE DRAGON PAPER LANTERNS,48,0.42,20.16
2111,40046A,2010-09-07 13:04:00,RED DAISY PAPER LAMPSHADE,12,1.25,15.0
2112,45008C,2009-12-03 18:13:00,DECORATIVE NET CANOPY CREAM,32,8.591999999999999,250.6
2113,46000M,2010-03-23 16:45:00,POLYESTER FILLER PAD 45x45cm,24,1.55,37.2
2114,46000P,2009-12-07 13:49:00,POLYESTER FILLER PAD 65CMx65CM,2,4.25,8.5
2115,46000S,2009-12-07 09:42:00,POLYESTER FILLER PAD 40x40cm,29,1.45,42.05
2116,46000U,2011-05-19 17:23:00,POLYESTER FILLER PAD 30CMx30CM,2,1.25,2.5
2117,46775D,2010-02-14 13:26:00,SUNSET COLOUR CHUNKY KNITTED THROW,2,16.95,33.9
2118,46775E,2010-02-14 13:26:00,CANDY POP CHUNKY KNITTED THROW ,2,16.95,33.9
2119,46776A,2010-08-05 14:35:00,WOVEN BUBBLE GUM CUSHION COVER,2,4.95,9.9
2120,46776D,2010-08-05 14:35:00,WOVEN SUNSET CUSHION COVER ,2,4.95,9.9
2121,47021G,2011-06-08 10:45:00,SET/6 BEAD COASTERS GAUZE BAG GOLD,34,0.39,13.26
2122,47341A,2011-06-08 10:45:00,FUSCHIA TABLE RUN FLOWER ,10,1.25,12.5
2123,47343A,2011-06-08 10:45:00,FUSCHIA FLOWER PURSE WITH BEADS,12,0.83,9.959999999999999
2124,47348A,2011-03-18 09:17:00,FUSCHIA VOILE POINTY SHOE DEC,6,1.95,11.7
2125,47469,2010-07-13 09:35:00,ASSORTED SHAPES PHOTO CLIP SILVER ,12,0.65,7.800000000000001
2126,47480,2011-06-09 10:23:00,HANGING PHOTO CLIP ROPE LADDER,12,1.65,19.799999999999997
2127,47481,2010-09-13 09:27:00,50CM METAL STRING WITH  7 CLIPS,12,0.85,10.2
2128,47502,2010-01-07 12:34:00,POLKADOT CUTLERY 24 PCS IN TRAY,206,12.190000000000001,2066.5
2129,47503A,2010-05-06 17:22:00,ASS FLORAL PRINT MULTI SCREWDRIVER,108,0.586,55.32
2130,47503E,2009-12-13 13:53:00,ASS FLORAL PRINT SCISSORS,36,1.25,45.0
2131,47503G,2009-12-03 18:13:00,ASS FLORAL PRINT TAPE MEASURE,72,1.25,90.0
2132,47503J,2009-12-13 13:53:00,SET/3 FLORAL GARDEN TOOLS IN BAG,82,7.790000000000001,613.5
2133,47503K,2010-02-02 15:36:00,ASSORTED FLORAL SECATEURS,48,1.95,93.6
2134,47504E,2010-06-23 08:14:00,ENGLISH ROSE SCISSORS,24,1.25,30.0
2135,47504G,2010-01-08 14:12:00,ENGLISH ROSE TAPE MEASURE,36,1.25,45.0
2136,47504H,2011-12-07 08:38:00,ENGLISH ROSE SPIRIT LEVEL ,12,0.79,9.48
2137,47504K,2010-04-20 12:48:00,ENGLISH ROSE GARDEN SECATEURS,48,1.37,65.75999999999999
2138,47505,2010-01-21 08:47:00,MINATURE COLOURED GARDENING SET,42,4.95,207.90000000000003
2139,47518F,2011-06-08 10:45:00,ICON PLACEMAT POP ART ELVIS,24,0.12,2.88
2140,47556B,2010-01-22 13:52:00,TEA TIME TEA TOWELS ,36,2.95,106.20000000000002
2141,47559B,2010-01-19 13:31:00,TEA TIME OVEN GLOVE,112,1.25,140.0
2142,47566,2010-03-15 14:15:00,PARTY BUNTING,685,4.671052631578948,2862.55
2143,47566B,2009-12-18 13:48:00,TEA TIME PARTY BUNTING,37,4.7625,175.65
2144,47567,2010-02-16 15:33:00,ENGLISH ROSE DESIGN KITCHEN APRON,-1,5.95,-5.95
2145,47567B,2010-01-21 08:47:00,TEA TIME KITCHEN APRON,69,5.95,410.55
2146,47568,2009-12-01 12:30:00,ENGLISH ROSE DESIGN PEG BAG,81,2.1,170.10000000000002
2147,47570,2010-01-22 13:52:00,ENGLISH ROSE TABLE CLOTH,20,10.65,213.0
2148,47570B,2009-12-07 09:42:00,TEA TIME TABLE CLOTH,36,10.65,383.40000000000003
2149,47580,2009-12-03 18:13:00,TEA TIME DES TEA COSY,66,2.55,168.29999999999998
2150,47581B,2010-04-25 12:11:00,FAIRY CAKE WICKER PICNIC BASKET ,2,12.75,25.5
2151,47585A,2010-05-06 10:30:00,PINK FAIRY CAKE CUSHION COVER,4,3.75,15.0
2152,47586A,2010-03-03 16:37:00,PINK FAIRY CAKE CUSHION COVER,12,0.85,10.2
2153,47589,2010-08-05 14:35:00,CONGRATULATIONS BUNTING,4,5.45,21.8
2154,47590A,2010-01-28 12:36:00,BLUE HAPPY BIRTHDAY BUNTING,104,5.3966666666666665,526.8000000000001
2155,47590B,2010-01-28 12:36:00,PINK HAPPY BIRTHDAY BUNTING,129,5.411904761904762,663.0500000000001
2156,47591A,2010-08-05 14:35:00,CAROUSEL CHILDRENS APRON,6,1.65,9.899999999999999
2157,47591B,2009-12-01 12:30:00,SCOTTIES DES CHILD'S APRON,16,1.65,26.4
2158,47591C,2009-12-07 09:42:00,BLUE FAIRY CAKE CHILD'S APRON,24,1.95,46.8
2159,47591D,2009-12-01 12:30:00,PINK FAIRY CAKE CHILD'S APRON,356,1.9500000000000002,694.1999999999999
2160,47592A,2010-05-04 10:10:00,CAROUSEL DES CHILD'S OVERALL,6,2.1,12.600000000000001
2161,47592B,2010-05-04 10:10:00,SCOTTIES DESIGN CHILD'S OVERALL,6,2.1,12.600000000000001
2162,47593A,2010-06-17 11:57:00,CAROUSEL DESIGN BABY BIB,12,1.25,15.0
2163,47593B,2010-02-17 14:39:00,SCOTTIES DESIGN BABY BIB,72,0.9633333333333334,48.72
2164,47594A,2010-03-18 11:48:00,CAROUSEL DESIGN WASHBAG,30,1.95,58.5
2165,47594B,2010-08-23 10:41:00,SCOTTIES DESIGN WASHBAG,22,1.95,42.89999999999999
2166,47597,2010-05-09 12:49:00,NEW ENGLAND TEATOWELS,12,2.55,30.599999999999998
2167,47598,2010-06-23 08:14:00,NEW ENGLAND EGG WARMER,12,0.55,6.6000000000000005
2168,47599A,2010-01-07 19:34:00,PINK PARTY BAGS,42,2.1,88.20000000000002
2169,47599B,2010-11-16 10:56:00,BLUE PARTY BAGS ,18,2.1,37.800000000000004
2170,48111,2010-01-28 12:36:00,DOOR MAT 3 SMILEY CATS,42,7.403333333333333,294.26
2171,48116,2010-01-21 08:47:00,DOOR MAT MULTICOLOUR STRIPE,78,6.7379999999999995,505.34000000000003
2172,48129,2009-12-01 12:30:00,DOOR MAT TOPIARY,592,7.1697435897435895,3835.02
2173,48173C,2009-12-10 10:29:00,DOOR MAT BLACK FLOCK ,24,6.85,156.4
2174,48184,2010-01-07 12:34:00,DOOR MAT ENGLISH ROSE ,458,7.204,2993.84
2175,48185,2009-12-01 12:30:00,DOOR MAT FAIRY CAKE,56,7.45625,399.56
2176,48187,2009-12-01 11:41:00,DOOR MAT NEW ENGLAND,188,7.452708333333334,1330.18
2177,48188,2009-12-01 12:30:00,DOOR MAT WELCOME PUPPIES,80,7.4969230769230775,572.2
2178,48189,2010-01-22 09:19:00,DOOR MAT FRIENDSHIP ,14,6.863333333333333,91.98
2179,48194,2009-12-01 12:30:00,DOORMAT HEARTS,56,7.751,421.52
2180,48195,2009-12-01 11:41:00,DOOR MAT GREEN PAISLEY ,2,6.75,13.5
2181,48197,2009-12-15 12:00:00,DOOR MAT BIRD ON THE WIRE,18,7.243333333333333,130.38
2182,51008,2010-10-14 17:51:00,AFGHAN SLIPPER SOCK PAIR,30,3.45,103.5
2183,51014A,2010-03-30 09:47:00,"FEATHER PEN,HOT PINK",156,0.735,110.51999999999998
2184,51014C,2010-08-22 10:33:00,"FEATHER PEN,COAL BLACK",192,0.7925,152.16
2185,51014L,2010-03-30 09:47:00,"FEATHER PEN,LIGHT PINK",120,0.7733333333333333,90.96
2186,51020A,2010-05-06 17:22:00,SUMMER FUN DESIGN SHOWER CAP,6,1.25,7.5
2187,62018,2010-07-07 12:08:00,SOMBRERO ,6,1.95,11.7
2188,62094B,2010-07-07 12:08:00,TURQ ICE CREAM BUM BAG ,6,2.55,15.299999999999999
2189,62096A,2010-10-05 09:26:00,PINK/YELLOW FLOWERS HANDBAG,6,1.25,7.5
2190,70006,2010-12-10 12:33:00,LOVE HEART POCKET WARMER,42,1.22,43.5
2191,71038,2010-07-09 15:48:00,WHITE HANGING BEADS CANDLE HOLDER,8,5.45,43.6
2192,71053,2010-06-14 14:06:00,WHITE METAL LANTERN,84,3.72,306.36
2193,71101E,2011-05-16 09:40:00,STANDING FAIRY POLE SUPPORT ,48,0.72,34.56
2194,71270,2010-09-16 11:30:00,PHOTO CLIP LINE,12,1.25,15.0
2195,71279,2010-12-10 12:33:00,PINK GLASS CANDLEHOLDER,6,2.95,17.700000000000003
2196,71403,2010-09-29 09:59:00,"PINK/WHITE ""KEEP CLEAN"" BULLET BIN",24,2.95,70.80000000000001
2197,71406C,2010-04-19 10:23:00,BLACK ORANGE SQUEEZER,20,0.42,8.4
2198,71459,2010-01-07 12:34:00,HANGING JAM JAR T-LIGHT HOLDER,2568,0.8102777777777778,1902.0
2199,71477,2010-07-07 09:42:00,COLOUR GLASS. STAR T-LIGHT HOLDER,115,3.46,393.35
2200,71495B,2010-05-26 09:05:00,CD WALL TIDY RED FLOWERS,12,0.42,5.04
2201,71496A,2011-06-08 10:45:00,A4 WALL TIDY BLUE OFFICE,48,0.53,25.44
2202,72008,2009-12-15 14:03:00,FROSTED BOX 9 WHITE T-LIGHT CANDLES,36,0.42,15.120000000000001
2203,72122,2011-03-28 07:53:00,COFFEE SCENT PILLAR CANDLE,24,0.95,22.799999999999997
2204,72128,2011-03-28 07:53:00,COLUMBIAN CANDLE ROUND,24,0.85,20.4
2205,72140F,2010-08-20 14:53:00,HAPPY ANNIVERSARY CANDLE LETTERS,12,0.42,5.04
2206,72225C,2011-05-19 17:23:00,LAVENDER SCENT CAKE CANDLE,168,0.29,48.72
2207,72349B,2010-03-19 14:41:00,SET/6 PURPLE BUTTERFLY T-LIGHTS,24,2.1,50.400000000000006
2208,72351A,2010-02-24 09:24:00,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,36,2.1,75.60000000000001
2209,72351B,2010-02-24 09:24:00,SET/6 PINK  BUTTERFLY T-LIGHTS,48,2.1,100.80000000000001
2210,72586,2011-09-14 09:38:00,SET OF 6 HALLOWEEN GHOST T-LIGHTS,36,0.42,15.12
2211,72598,2010-06-14 16:43:00,SET/12 TAPER CANDLES,60,0.85,51.0
2212,72739B,2009-12-01 11:41:00,WHITE CHOCOLATE SCENT CANDLE,12,1.25,15.0
2213,72741,2009-12-01 11:41:00,GRAND CHOCOLATECANDLE,288,1.4214285714285713,401.2
2214,72750A,2010-03-22 11:21:00,FLOWER FAIRY SET OF 3 LILY CANDLES,24,1.95,46.8
2215,72750B,2010-01-08 14:12:00,"F.FAIRY S/3 CANDLE/GLASS,LAVENDER",42,2.95,89.89999999999999
2216,72750C,2010-01-08 14:12:00,"F.FAIRY S/3 CANDLE/GLASS, ROSE",16,1.95,31.2
2217,72750D,2010-01-08 14:12:00,F.FAIRY S/3 CANDLE/GLASS,8,1.95,15.6
2218,72753A,2009-12-08 16:40:00,S/3 FLWR FAIRY LILLY CANDLES,16,2.1,33.6
2219,72753B,2010-03-22 11:21:00,S/3 FLWR FAIRY LAVENDER CANDLES,8,2.1,16.8
2220,72753C,2009-12-08 16:40:00,S/3 FLWR FAIRY ROSE CANDLES,16,2.1,33.6
2221,72753D,2010-01-08 14:12:00,S/3 FLWR FAIRY SUMMER CANDLES,8,2.1,16.8
2222,72754B,2010-01-08 14:12:00,F FAIRY POTPOURRI CUSHIONS LAVENDER,36,0.65,23.400000000000002
2223,72755C,2010-02-02 15:36:00,FLOWER FAIRY OIL BURNER SET ROSE,36,2.25,57.0
2224,72755D,2010-02-24 14:30:00,FLOWER FAIRY OIL BURNER SET SUMMER,32,1.25,40.0
2225,72756,2009-12-13 13:53:00,FAIRY CAKE CANDLES,9,1.49,13.41
2226,72760B,2009-12-01 12:33:00,VINTAGE CREAM 3 BASKET CAKE STAND,86,9.88047619047619,820.66
2227,72780,2011-01-09 16:07:00,BLACK SILOUETTE CANDLE PLATE,36,0.85,30.599999999999998
2228,72781,2010-08-05 14:35:00,BLACK SILOUETTE CANDLE PLATE ,1,2.1,2.1
2229,72783,2010-08-05 14:35:00,BLACK SIL'T SQU CANDLE PLATE ,2,2.1,4.2
2230,72799E,2011-12-08 15:54:00,IVORY PILLAR CANDLE SILVER FLOCK,12,0.79,9.48
2231,72800B,2011-11-30 10:54:00, 4 PURPLE FLOCK DINNER CANDLES,6,2.55,15.299999999999999
2232,72800C,2011-09-28 12:20:00,4 PINK DINNER CANDLE SILVER FLOCK,12,2.55,30.599999999999998
2233,72800E,2010-10-11 09:18:00,4 IVORY DINNER CANDLES SILVER FLOCK,24,1.9833333333333332,40.8
2234,72802A,2010-07-09 12:39:00,ROSE SCENT CANDLE IN JEWELLED BOX,36,3.81,137.16
2235,72802B,2010-02-16 17:47:00,OCEAN SCENT CANDLE IN JEWELLED BOX,61,4.1242857142857146,243.41
2236,72802C,2010-05-10 11:32:00,VANILLA SCENT CANDLE JEWELLED BOX,78,4.152222222222223,315.65999999999997
2237,72807A,2010-11-15 14:26:00,SET/3 ROSE CANDLE IN JEWELLED BOX,28,4.03,108.44
2238,72807B,2010-06-11 15:58:00,SET/3 OCEAN SCENT CANDLE JEWEL BOX,57,4.2011111111111115,231.69
2239,72807C,2010-06-11 15:58:00,SET/3 VANILLA SCENTED CANDLE IN BOX,83,4.152222222222223,331.63
2240,72811,2010-07-27 13:41:00,SMALL ZINC/GLASS CANDLEHOLDER,24,1.49,35.76
2241,72812,2010-07-27 13:41:00,LARGE ZINC GLASS CANDLEHOLDER,6,2.1,12.600000000000001
2242,72815,2010-10-20 14:22:00,3 WICK CHRISTMAS BRIAR CANDLE ,20,3.75,75.0
2243,72816,2010-12-16 19:16:00,SET/3 CHRISTMAS DECOUPAGE CANDLES,36,1.175,37.8
2244,72817,2010-12-16 19:16:00,SET OF 2 CHRISTMAS DECOUPAGE CANDLE,84,1.02,71.88
2245,72818,2010-10-03 11:15:00,CHRISTMAS DECOUPAGE CANDLE,60,0.706,34.44
2246,72819,2011-09-28 12:20:00,CUPID DESIGN SCENTED CANDLES,36,1.6833333333333333,60.599999999999994
2247,75011,2010-06-16 14:26:00,BLUE DAISY MOBILE,16,2.27,24.48
2248,75178,2010-04-26 10:42:00,ASSTD COL BUTTERFLY/CRYSTAL W/CHIME,12,1.25,15.0
2249,77081,2010-02-02 10:47:00,FLOWER WINDMILL,48,1.25,60.0
2250,78124,2010-06-30 13:43:00,MAGAZINE RACK GEBRA ASSORTED ,6,2.75,16.5
2251,79000,2010-05-10 10:19:00,MOROCCAN TEA GLASS,120,0.85,102.0
2252,79029,2010-02-24 10:42:00,GLASS HONEYPOT WASP CATCHER,36,1.95,70.19999999999999
2253,79030A,2010-06-30 13:43:00,"TUMBLER, ENGLISH ROSE",6,1.65,9.899999999999999
2254,79030D,2011-11-10 19:40:00,TUMBLER BAROQUE,12,0.39,4.68
2255,79030G,2011-05-16 14:53:00,TUMBLER NEW ENGLAND,48,0.39,18.72
2256,79051A,2011-03-18 09:17:00,SMOKEY GREY COLOUR D.O.F. GLASS,48,0.47,22.560000000000002
2257,79067,2010-05-06 17:22:00,CORONA MEXICAN TRAY,10,3.75,37.5
2258,79072,2009-12-07 09:42:00,TEATIME CAKE TIN WITH HANDLE,10,9.95,99.5
2259,79144B,2010-11-23 13:57:00,PAINTED LIGHTBULB STAR+ MOON,6,0.42,2.52
2260,79144C,2010-09-28 13:13:00,PAINTED LIGHTBULB RAINBOW DESIGN,18,0.42,7.5600000000000005
2261,79302M,2010-08-05 14:35:00,"ART LIGHTS,FUNK MONKEY",10,2.95,29.500000000000004
2262,79320,2010-03-18 11:48:00,FLAMINGO LIGHTS,15,4.95,74.25
2263,79321,2009-12-10 10:29:00,CHILLI LIGHTS,162,5.196153846153846,814.7
2264,79323B,2010-01-21 08:47:00,BLACK CHERRY LIGHTS,24,5.45,130.8
2265,79323GR,2010-03-03 09:59:00,GREEN CHERRY LIGHTS,100,5.883333333333333,550.2
2266,79323LP,2009-12-21 13:04:00,LIGHT PINK CHERRY LIGHTS,262,6.172222222222222,1456.5
2267,79323P,2009-12-21 13:04:00,PINK CHERRY LIGHTS,224,5.821428571428571,1231.2
2268,79323S,2010-09-16 09:07:00,SILVER CHERRY LIGHTS,24,5.45,130.8
2269,79323W,2009-12-21 13:04:00, WHITE CHERRY LIGHTS,244,5.71,1335.0000000000002
2270,79328,2010-03-05 10:20:00,BLUE FLOCK GLASS CANDLEHOLDER,96,0.38,36.480000000000004
2271,79336,2010-03-05 10:20:00,LIGHT PINK FLOCK GLASS CANDLEHOLDER,48,0.38,18.240000000000002
2272,79337,2010-09-28 10:24:00,BLUE FLOCK GLASS CANDLEHOLDER,48,0.38,18.240000000000002
2273,79341,2009-12-07 09:42:00,WILLOW BRANCH LIGHTS.,12,6.75,81.0
2274,79403,2011-03-18 09:17:00,FROSTED WHITE BASE ,12,0.85,10.2
2275,81952V,2011-08-08 13:42:00,ROUND PURPLE CLOCK WITH SUCKER,10,0.19,1.9
2276,82001S,2010-03-03 12:21:00,VINYL RECORD FRAME SILVER,24,3.39,81.36
2277,82011A,2010-03-18 11:48:00,"BATHROOM SCALES, TROPICAL BEACH",1,3.75,3.75
2278,82011B,2010-03-18 11:48:00,BATHROOM SCALES RUBBER DUCKS,6,3.75,22.5
2279,82011C,2010-01-07 19:34:00,BATHROOM SCALES FOOTPRINTS IN SAND,10,2.95,29.5
2280,82095,2010-06-30 13:43:00,HEART BUTTONS JEWELLERY BOX,2,7.65,15.3
2281,82482,2009-12-18 14:08:00,WOODEN PICTURE FRAME WHITE FINISH,216,2.526190476190476,520.8
2282,82483,2010-08-03 13:55:00,WOOD 2 DRAWER CABINET WHITE FINISH,33,6.378571428571428,202.35000000000002
2283,82484,2010-04-20 12:48:00,WOOD BLACK BOARD ANT WHITE FINISH,131,7.032692307692307,878.0500000000001
2284,82486,2010-01-07 19:34:00,WOOD S/3 CABINET ANT WHITE FINISH,68,8.46111111111111,555.0
2285,82494L,2009-12-01 12:30:00,WOODEN FRAME ANTIQUE WHITE ,198,2.934,574.5000000000001
2286,82551,2009-12-18 14:08:00,LAUNDRY 15C METAL SIGN,26,1.3166666666666667,32.9
2287,82552,2009-12-18 14:08:00,WASHROOM METAL SIGN,940,1.253,1016.44
2288,82578,2010-04-13 13:33:00,KITCHEN METAL SIGN,448,0.5283333333333333,213.9
2289,82580,2010-04-12 14:39:00,BATHROOM METAL SIGN,1199,0.55,659.45
2290,82581,2009-12-18 14:08:00,TOILET METAL SIGN,240,0.55,132.0
2291,82582,2010-06-03 12:30:00,AREA PATROLLED METAL SIGN,66,2.1,138.60000000000002
2292,82583,2009-12-18 14:08:00,HOT BATHS METAL SIGN,906,1.902,1605.96
2293,82599,2010-11-18 14:45:00,FANNY'S REST STOPMETAL SIGN,6,2.1,12.600000000000001
2294,82600,2009-12-01 11:41:00,NO SINGING METAL SIGN,162,2.059,320.52000000000004
2295,82613A,2009-12-08 16:40:00,"METAL SIGN,CUPCAKE SINGLE HOOK",40,1.25,50.0
2296,82613B,2010-05-09 12:06:00,"METAL SIGN,CUPCAKE SINGLE HOOK",16,1.25,20.0
2297,82613C,2010-05-06 10:30:00,"METAL SIGN,CUPCAKE SINGLE HOOK",32,1.25,40.0
2298,82613D,2009-12-08 16:40:00,METAL SIGN CUPCAKE SINGLE HOOK,48,1.25,60.0
2299,82615,2010-09-08 08:18:00,PINK MARSHMALLOW SCARF KNITTING KIT,108,2.75,280.2
2300,82616A,2010-08-05 14:35:00,BUBBLE GUM SCARF KNITTING KIT,3,2.95,8.850000000000001
2301,82616B,2010-09-08 08:18:00,FRAPPUCINO SCARF KNITTING KIT,6,2.95,17.700000000000003
2302,84029E,2009-12-07 09:42:00,RED WOOLLY HOTTIE WHITE HEART.,128,3.85,476.8
2303,84030E,2010-09-16 11:30:00,ENGLISH ROSE HOT WATER BOTTLE,46,4.25,195.5
2304,84031A,2009-12-15 12:00:00,CHARLIE+LOLA RED HOT WATER BOTTLE ,66,3.6785714285714284,143.70000000000002
2305,84031B,2009-12-07 09:42:00,CHARLIE LOLA BLUE HOT WATER BOTTLE ,24,4.65,111.60000000000001
2306,84032A,2009-12-15 12:00:00,CHARLIE+LOLA PINK HOT WATER BOTTLE,75,2.905555555555556,206.85000000000002
2307,84032B,2009-12-15 12:00:00,CHARLIE + LOLA RED HOT WATER BOTTLE,39,2.95,115.05000000000001
2308,84050,2009-12-01 12:30:00,PINK HEART SHAPE EGG FRYING PAN,55,1.65,90.74999999999999
2309,84051,2011-09-04 11:36:00,ASS COLOUR GLOWING TIARAS,120,0.64,76.8
2310,84077,2010-02-17 14:42:00,WORLD WAR 2 GLIDERS ASSTD DESIGNS,1248,0.2718181818181818,338.87999999999994
2311,84078A,2010-05-21 08:21:00,SET/4 WHITE RETRO STORAGE CUBES ,98,35.66428571428572,3430.1
2312,84086C,2010-11-23 13:59:00,PINK/PURPLE RETRO RADIO,6,2.95,17.700000000000003
2313,84199,2010-09-13 09:27:00,GLOW IN DARK DOLPHINS,24,0.21,5.04
2314,84212,2010-05-04 10:10:00,"ASSORTED FLOWER COLOUR ""LEIS""",1584,0.5733333333333334,698.4
2315,84218,2010-02-02 10:47:00,BOX/12 CHICK & EGG IN BASKET,6,1.95,11.7
2316,84219,2010-02-02 10:47:00,BOX/12 MOTHER & CHICK IN BASKET/BOW,85,2.15,168.75
2317,84226,2011-06-08 10:45:00,HEN HOUSE W FAMILY IN BARN & NEST,34,0.64,21.76
2318,84228,2010-02-02 10:47:00,HEN HOUSE W CHICK STANDING,72,0.42,30.240000000000002
2319,84247C,2010-10-03 12:40:00,PACK/12 BLUE REINDEER CARD,24,2.95,70.80000000000001
2320,84247E,2010-10-03 12:40:00,PACK/12 XMAS FUN CARD,24,2.95,70.80000000000001
2321,84247G,2010-03-30 09:47:00,"DECOUPAGE,GREETING CARD,",96,0.42,40.32
2322,84251C,2010-04-30 11:48:00,"GREETING CARD, TWO SISTERS.",12,0.19,2.2800000000000002
2323,84251G,2011-07-18 10:29:00,"GREETING CARD, OVERCROWDED POOL.",12,0.19,2.2800000000000002
2324,84270,2010-01-28 12:36:00,ASSTD DESIGN BUBBLE GUM RING,270,0.21,56.699999999999996
2325,84279B,2010-01-07 12:34:00,CHERRY BLOSSOM DECORATIVE FLASK,180,3.5700000000000003,614.52
2326,84279P,2010-01-07 12:34:00, CHERRY BLOSSOM  DECORATIVE FLASK,272,3.6946153846153846,937.9200000000001
2327,84292,2010-03-23 16:45:00,ROSE PINK METAL FOLDING CHAIR,4,7.95,31.8
2328,84306,2010-06-11 15:22:00,S/3 PINK SQUARE PLANTERS ROSES,7,10.95,76.64999999999999
2329,84313A,2010-05-04 10:10:00,PINK TV TRAY TABLE ,2,4.25,8.5
2330,84313B,2010-05-04 10:10:00,BLUE TV TRAY TABLE ,2,4.25,8.5
2331,84313C,2010-05-04 10:10:00,ORANGE TV TRAY TABLE ,2,4.25,8.5
2332,84327A,2010-06-14 14:03:00,PINK JUMPER LARRY THE LAMB,8,2.1,16.8
2333,84341B,2010-10-14 17:09:00,SMALL PINK MAGIC CHRISTMAS TREE,84,0.5366666666666666,37.56
2334,84347,2010-09-28 13:13:00,ROTATING SILVER ANGELS T-LIGHT HLDR,168,2.55,428.4
2335,84352,2010-09-28 13:13:00,SILVER CHRISTMAS TREE BAUBLE STAND ,8,16.45,127.6
2336,84375,2009-12-03 18:13:00,SET OF 20 KIDS COOKIE CUTTERS,724,1.9680000000000002,1329.6
2337,84378,2009-12-03 18:13:00,SET OF 3 HEART COOKIE CUTTERS,698,1.2735294117647058,882.1
2338,84380,2009-12-13 13:53:00,SET OF 3 BUTTERFLY COOKIE CUTTERS,884,1.2345714285714287,1025.92
2339,84396,2009-12-08 16:40:00,6 HOOK JEWELLERY STAND BLACK DRESS,36,1.95,70.19999999999999
2340,84402B,2011-07-19 09:50:00,PURPLE DRESS JEWELLERY STAND,12,0.79,9.48
2341,84405A,2010-05-06 17:22:00,S/3 PINK COL METAL BASKET W HANDLE,8,8.85,55.2
2342,84406B,2010-01-22 09:19:00,CREAM CUPID HEARTS COAT HANGER,75,3.5250000000000004,237.65
2343,84429A,2011-11-30 10:54:00,MEDIUM PINK BUDDHA HEAD ,6,2.95,17.700000000000003
2344,84447,2010-03-04 14:24:00,6 RABBIT CHAIN EASTER,12,0.85,10.2
2345,84452,2010-03-04 14:24:00,METAL RABBIT LADDER EASTER ,24,0.85,20.4
2346,84457,2010-03-04 14:24:00,SET/3 RABBITS FLOWER SKIPPPING ROPE,12,0.85,10.2
2347,84458,2010-03-04 14:24:00,S/3 RABBIT FLOWER/EGG/CARROT ROPE,16,0.85,13.6
2348,84459A,2010-02-24 10:42:00,PINK METAL CHICKEN HEART ,48,1.49,71.52
2349,84459B,2010-02-24 10:42:00,YELLOW METAL CHICKEN HEART ,60,1.49,89.39999999999999
2350,84461,2010-02-02 10:47:00,12 PINK HEN+CHICKS IN BASKET,19,2.55,48.449999999999996
